,Municipios,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007 (5),2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
88,Madrid,415957219,0,450044034,474347134,501043504,507734296,520789060,482891936,226794579,229282880,223937501,220780918,226920570,227939860,236583296,240940938,243679367,246632800,253284264,246643832,261061411,232408297,226948513,231964118,224708534,211036865,215665633,207604289,198931286,197544547,201539383,203672914,205140270,198312357,205244545,195491700,194126030
89,Majadahonda,265609,0,2961668,3051627,3408448,3572486,3675193,3497397,3343970,3636254,3755499,3779397,3872175,3972359,4405296,4622467,4933145,5135532,5438695,5451829,5845621,5022261,5131403,5115811,5450188,5942649,5442680,5473095,5397120,5384941,5732827,5704361,5841691,5491449,5868844,5556823,5605409
90,Manzanares el Real,0,0,145999,242740,103312,572067,712241,571169,559200,721791,656081,639374,615324,603038,632942,662819,661502,670371,1106811,884564,902419,742852,708807,752582,750526,685503,782629,734948,717582,716140,759291,740970,766563,709395,792087,786673,771072
91,Meco,0,0,0,0,0,0,0,0,0,0,148527,301183,328795,349947,431179,498721,603702,710526,824650,888468,939812,866389,876991,885613,940088,734496,892311,950835,820607,868391,927426,911399,972148,925418,965999,1031281,1010886
92,Mejorada del Campo,990677,420433,1081807,1309401,1080704,1172593,1209636,1214276,1275446,1402416,1373001,1357136,1432048,1397811,1415849,1493086,1565904,1651061,1801114,1796189,1971819,1757063,1848096,1719993,1863852,1652578,1700358,1876161,1633445,1589526,1646079,1571522,1640732,1586453,1601501,1626580,1645177
93,Miraflores de la Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562091,45,0,0,569353,614469,578767,483681,492488,508141,538873,542407,494504,573878,605372,582966
94,Molar (El),346280,350140,168909,183674,175334,174029,986523,523902,564617,500298,316987,302581,289252,307854,312367,329038,336324,371735,418698,425534,455256,414601,454607,449010,463857,531860,456159,401379,354170,422160,445249,446445,487578,462665,504103,511806,494738
95,Molinos (Los),291290,0,258332,184304,289808,341365,385009,357025,325507,388739,395406,391294,407848,416607,411365,468619,472617,522921,630053,611395,725788,572196,597465,544972,646556,548631,550873,599998,496357,500585,531573,519524,559342,495818,555594,541017,536921
96,Montejo de la Sierra,0,0,0,0,0,0,182,3326,19582,16559,18183,19744,19069,0,0,0,0,0,0,0,0,27629,30180,32481,32168,35911,33323,31263,32344,30588,31723,28766,27736,27235,30906,34357,33904
97,Moraleja de Enmedio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256249,290436,290139,320708,341920,348660,336232,354740,331657,333250,306926,370458,315233,321373,313488,330675,339262,346248,328681,360605,347768,386351
98,Moralzarzal,615918,0,855573,561744,346595,536517,616573,469008,433266,452600,529848,549347,532935,567039,629013,708452,788153,841651,924907,934782,1111994,928899,976396,1042899,1036425,940298,1105551,993647,907100,901794,931310,943438,988916,934447,1028705,1022837,1027747
99,Morata de Tajuña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376239,431689,443484,466676,450345,527802,487179,481104,512855,422799,410322,416582,367756,371760,368384,369540,386487,401157,380316,411786,422436,405156
100,Móstoles,12329501,11257039,11958920,12432793,9227236,12438340,12720690,13030283,11193210,11980511,11601932,11977755,12562376,11977024,12649445,12780815,12975275,13126009,13351828,13111857,14213606,12154224,12260196,13554015,11026636,10629112,12566154,10649064,10823266,10742381,11025206,11305745,11419638,10969997,11329426,11403266,10985257
101,Navacerrada,292710,0,321302,253922,258444,481145,444250,187190,268226,317031,334131,244258,193434,205962,213211,233253,208947,171372,177900,257261,362814,385568,360750,372993,353627,332203,377351,332581,322073,329924,364711,349922,366248,334011,371785,377735,360772
102,Navalafuente,0,0,0,7583,48546,72915,120045,54101,85567,96558,97123,91424,91233,90700,106784,110170,120004,136925,140120,124593,167116,126531,129812,132920,135223,117150,138506,127180,124884,146360,135855,138155,150252,144898,184690,186451,204181
103,Navalagamella,69566,0,58533,94344,81838,147907,126380,105992,106173,121963,118175,125307,125128,125787,147191,143623,145294,151041,161226,163716,165181,154238,152511,151812,167734,157035,169315,159457,149427,149199,152301,152535,162165,151355,174392,194030,187606
104,Navalcarnero,0,0,1132,732,1499,214266,658416,704388,797279,1000073,1502338,1575666,1423516,824796,889488,948811,1053739,1161907,1199710,1189189,1421152,1243019,1878106,1580723,1459972,1444956,1682530,1444957,1485567,1487388,1547324,1560511,1647266,1631020,1698794,1762707,1814884
105,Navarredonda y San Mamés,0,0,0,0,0,0,0,0,3847,5534,5268,6243,5126,0,0,0,4746,7854,22067,30809,28320,26044,34232,27778,30474,29885,29706,27782,25404,24871,26671,25804,23021,21420,25724,27493,24200
106,Navas del Rey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171622,172886,175982,192324,194022,210018,173146,184855,184071,203938,173703,192639,177601,171928,169932,171743,173380,187314,170774,186931,197154,194403
107,Nuevo Baztán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647879,1049312,1050119,1011882,1267741,1352293,1161028,1125279,1002315,1158348,856728,999227,933624,800456,1205574,1002502,877445,1033367,863830,715166,742359,816707
108,Olmeda de las Fuentes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17525,20972,22947,20292,20280,22414,23983,24724,23519,25229,27829,26842
109,Orusco de Tajuña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69650,72378,79278,91845,82206,100647,83070,87047,88214,99824,83494,88827,95722,84822,83522,84876,88783,92549,87934,93944,93337,90741
110,Paracuellos de Jarama,125006,0,26950,53972,55258,57240,165867,354271,314194,393494,406433,422997,435807,445138,466534,492694,510960,686045,757319,1042283,964843,937811,1097924,1197284,1507490,1374628,1536169,1711956,1591360,1676236,1758269,1810867,1929590,1800792,1926667,1981101,1948289
111,Parla,4440029,3725197,26275848,3380053,3489837,3873538,3925072,4650810,3921764,3990922,4024605,4003416,4130132,4205040,4316076,4463291,4546083,4759768,4963575,5151148,5685518,5313090,5761296,5944227,6159113,6557527,6159224,6387667,6217913,6212388,6268581,6331871,6414739,6350260,6522506,6552760,6509478
112,Patones,33737,74757,74714,140509,131084,0,58073,20607,20766,36370,28522,28308,29623,28871,31878,28207,30327,30391,31730,32168,45218,38086,37770,41540,36477,34875,42378,38194,36969,39081,39593,39118,38741,38314,39762,40515,43098
113,Perales de Tajuña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151256,155833,166432,151060,180293,151033,159029,168418,149194,140691,162178,141120,147274,147207,152250,145728,149472,149463,152140,159363,156954
114,Pezuela de las Torres,0,0,0,0,0,0,0,0,0,72968,65590,65681,63960,62343,63032,64985,64816,68640,74362,72463,77471,72395,67807,64874,71542,62020,63624,69385,57319,58905,57858,63194,64837,60349,66140,71899,71451
115,Pinilla del Valle,0,0,0,0,0,0,0,0,536,951,13283,21053,16393,0,15487,15042,16215,16418,20100,16684,20407,19219,18783,17095,23113,20900,20149,18428,17423,15946,16508,17083,16867,15895,19801,21209,21394
116,Pinto,865386,0,1446007,1500305,1841694,1961477,1979584,2070921,1966347,2008554,2068693,2059746,2160956,2201549,2451959,2677399,2794756,2923507,3206981,3229287,3680497,3200622,3247978,3090876,3321038,2932521,3104126,3421864,3088718,3099387,3119685,3093343,3179718,3180075,3327571,3280293,3310396
117,Piñuécar-Gandullas,97603,66528,48722,90578,48568,87005,0,107,20810,20036,22808,23435,20764,23352,23813,25284,28028,30924,33235,33162,34722,32220,27672,29300,24533,20223,21877,17279,13387,20804,17339,17279,15907,16886,17631,17826,18833
118,Pozuelo de Alarcón,0,0,5032665,4832882,5861668,6491723,6632729,6073592,5514158,6200641,6292395,6277759,6389337,6245915,6626553,6959115,7165370,7226350,7687356,7444370,8447033,7028532,7122768,6864411,8175512,6808618,7153933,8272345,7310492,7528117,7803129,7743766,8194789,7445478,8046409,7686327,7880578
119,Pozuelo del Rey,0,0,2139,31495,9868,25991,21655,27629,22759,15647,15981,20992,13474,15536,16337,15998,17804,17769,19740,22881,25931,23343,30207,49656,64893,56334,60401,67157,62051,60481,62869,64724,65113,63554,67039,72512,66771
120,Prádena del Rincón,0,0,0,0,0,0,0,0,0,0,1017,1623,7,0,0,0,0,0,0,0,9542,15232,13786,12631,15020,15344,14331,15330,14217,12761,11481,13241,13267,11983,14301,15384,16166
121,Puebla de la Sierra,0,0,0,0,0,0,0,0,3127,4304,5251,5381,5888,0,0,0,0,0,0,6232,6104,6424,6859,7108,8288,5818,7194,10221,8135,5189,4802,4409,5462,5178,5151,6017,7120
122,Puentes Viejas,85281,47326,75129,81814,0,93107,51775,66477,53807,66090,65782,68332,74599,108805,87732,116027,100234,86931,81896,-156647,62606,53578,53958,52135,57341,56099,48135,50774,45675,47175,55513,56807,59368,53474,60091,61089,63306
123,Quijorna,0,0,0,0,0,0,99294,90731,76296,88758,88326,92904,89359,95519,104188,105463,112552,123128,167569,168920,214401,191275,218768,223708,254221,214193,235724,261414,217991,215713,229933,233122,239304,236177,250967,270691,255050
124,Rascafría,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Redueña,30257,26109,23876,19779,23225,22265,0,16622,16782,20305,20260,16722,16094,16912,19064,17662,20887,24700,22700,19498,22803,19031,19395,20176,17745,20893,16303,18878,19754,20050,18932,19609,18713,16799,20587,20593,21592
126,Ribatejada,0,0,0,0,0,0,0,0,34578,70319,63432,60387,55370,57477,60338,59782,60386,59874,58458,52315,58138,49435,49619,49034,55378,46897,51355,55455,46650,47595,48817,49392,53981,46706,53983,52966,53509
127,Rivas-Vaciamadrid,434136,33549,765939,1152095,1427718,1756892,1853348,1993655,2013738,2342333,2362599,2414793,2561739,2770910,3281250,3367126,3746764,4061904,4490092,4522995,5538030,4767317,5196897,4992811,6080489,5308375,5451810,6236852,5421839,5743499,5940627,5911290,6265379,5920259,6445463,6580553,6789184
128,Robledillo de la Jara,4210,6065,0,0,22558,21404,31056,25691,3346,3900,4941,4459,4156,4240,4184,4184,439,0,10588,11036,13985,11534,12964,12677,12953,12633,13963,14411,12445,13288,12053,11944,13923,11318,12283,12556,13486
129,Robledo de Chavela,0,0,0,0,0,0,0,0,0,470160,474511,477196,348334,367595,370324,398526,435236,402256,446515,402196,474514,437533,455239,444481,529984,449055,471984,547715,436397,404913,462483,448381,491182,436775,507467,492502,493820
130,Robregordo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921,5301,3940,4609,4397,6263,2345,6466,4181,4047,4826,4303,4340,3956,4063,5006,5703
131,Rozas de Madrid (Las),2484504,1198811,3559461,4227641,4914586,5436024,5762840,4936804,4754354,5407822,5655014,5505005,5621404,6019681,6525133,7054548,7391446,7490353,8133898,8026949,8909172,7642738,7852647,7492332,8156884,8406168,7766569,7928109,7750678,7864576,8264174,8209435,8702447,8016485,8661179,8305902,8335155
132,Rozas de Puerto Real,0,0,0,0,25361,33335,179813,138151,103890,101473,129605,106806,105981,107857,117962,122142,134755,126767,132620,89722,113309,125394,82860,78907,107890,132996,124873,153807,128476,145895,166368,161159,162660,165177,149167,142309,158773
133,San Agustín del Guadalix,338548,307485,353248,400320,546956,529978,535457,577936,575671,571234,644361,664909,746282,718827,576393,552731,620616,629244,655662,657424,655331,645194,703634,750122,876520,1055894,971152,910471,878006,908868,950280,953960,1043521,880816,999951,971563,988408
134,San Fernando de Henares,2149852,0,5803387,2673309,3352559,2742514,2848217,2543734,2358464,2547032,2304730,2401739,2507080,2566080,2709770,2893436,2988991,3097914,3219100,3129176,3218876,2894397,2826509,2656190,2395555,2390095,2780314,2355483,2440940,2390768,2404086,2327008,2404380,2385085,2379218,2348275,2396490
135,San Lorenzo de El Escorial,283911,0,303387,135305,126993,145453,199531,142119,173093,223368,201363,198404,209825,244309,263947,282237,314938,327171,406578,436955,408394,309473,309197,299361,314234,330536,350527,327611,283159,283043,295029,306894,289845,273410,283930,276563,266813
136,San Martín de la Vega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877154,1418614,1429868,1576621,1709658,1716109,1660233,1561278,1646725,1331567,1380002,1477208,1193192,1227814,1272072,1325497,1431644,1445967,1573535,1415484,1491555
137,San Sebastián de los Reyes,2648637,0,2940832,2996159,3169266,3372613,3272896,3563978,3309893,3416932,3433643,3521265,3662229,3758262,4160103,4207998,4352784,4770954,4961392,4981644,5510773,4962823,5321850,5156791,5208774,6081649,5334180,5347331,5179918,5112416,5414000,5460654,5732933,5543005,5740652,5490657,5516126
138,Santa María de la Alameda,0,0,0,0,0,0,0,0,0,0,68770,157113,99370,84796,104412,100595,118017,143986,140222,137841,155055,145695,137052,142540,144185,133887,152749,153040,133164,129964,134162,128717,125477,117979,139358,148211,165938
139,Santorcaz,0,0,0,0,30750,59580,48415,52451,48635,51045,50532,70778,66529,62578,65209,65522,68675,72787,76919,75003,84688,72019,72561,69702,75913,60224,61754,67793,64705,62651,64114,61293,63725,59614,61602,65534,62042
140,Santos de la Humosa (Los),0,0,0,0,51305,84359,59816,65246,61298,68085,67187,69213,71062,68483,72068,76580,90093,90202,109372,113339,126179,109200,139901,133902,157786,130255,135485,147762,139368,132478,139404,144719,147061,138729,149611,156643,149970
141,Serna del Monte (La),3695,3375,7674,14698,22932,12297,5873,8114,5692,8784,12575,15807,15969,18928,14740,18383,20820,31117,24973,28519,35465,20694,22824,13715,14671,13532,13127,13781,10233,11809,13008,11817,14559,13393,13067,16896,15436
142,Sevilla la Nueva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10580,16177,54659,399848,613288,662633,609285,576983,671454,579625,569543,586824,606964,611872,658217,605250,631276,627181,633302
143,Soto del Real,0,0,0,0,0,163903,176671,0,0,59860,516676,193350,216223,265815,282551,590776,638172,427692,504083,616500,761616,523156,367538,317555,800074,759544,548249,433005,335079,363217,398933,337297,322793,368096,233122,227464,148801
144,Talamanca de Jarama,19438,12474,38778,44651,58982,79000,100283,153337,130339,148092,142964,134096,132331,126652,148225,147587,145618,159669,169578,173890,223169,189101,203814,210256,203049,242258,224585,228928,226460,236040,258051,250938,252942,248578,267796,263334,262369
145,Tielmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133209,146692,153153,165613,164101,209212,186004,179734,191991,164424,150237,177017,158263,144777,143722,152528,150660,144067,139228,144865,142012,160110
146,Titulcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53328,64178,63813,66482,65881,74282,69949,69377,69905,77356,66592,74152,84438,72361,63338,70782,75307,79294,70726,75616,82835,79503
147,Torrejón de Ardoz,8776173,10454310,6221745,5379884,7720118,9043812,8713181,8673435,7295441,7743321,7327466,7814708,8065903,7256040,7459100,7608778,7812586,7955792,8352784,7928415,9242844,7716911,7744802,7761748,8585597,7289479,7634125,8557957,7758827,7727229,7781763,7691083,8304978,7549105,8105107,7838621,8126051
148,Torrejón de Velasco,0,0,0,0,0,1565,178856,108043,150712,179757,216363,232464,259529,277795,309177,322219,153607,173968,203944,202377,234083,211309,225587,259927,217575,210714,221721,251920,200169,219761,220472,224768,229385,225170,232329,244301,259511
149,Torrejón de la Calzada,0,84297,94026,124724,150217,147783,179760,89912,86256,89483,91345,97702,99487,109185,127886,135312,348173,379264,400809,388310,443389,379708,394325,456673,390187,395350,412124,467393,368108,426700,450487,462660,497451,488565,559069,570585,559853
150,Torrelaguna,17718,0,22101,17635,17793,17681,17469,268304,238894,242360,231723,210553,218096,210790,249986,236876,247530,259112,292181,290273,288545,288133,309231,338713,283986,275287,332407,286144,269809,262205,276679,274751,279974,265101,283411,306427,282848
151,Torrelodones,833368,0,987429,949711,1232522,1940465,1615153,1533780,1377961,1633016,1735530,1767784,1862090,1988533,2192499,2308406,2427873,2546114,2638345,2604913,2879812,2537184,2598207,2543386,2715274,2536428,2516998,2421042,2296033,2306959,2411646,2392926,2506755,2255485,2505328,2455330,2454196
152,Torremocha de Jarama,36624,46062,32685,52553,23187,56608,38637,15490,15057,21101,50524,67468,87470,9953,72623,85233,79637,93935,94202,76887,96440,82503,82654,88519,88411,81545,95277,85571,86850,90405,95387,93223,96528,87927,104289,103696,103703
153,Torres de la Alameda,240937,215825,41744,145088,135063,157697,161259,250918,203387,322613,284660,285794,287323,300835,318180,344129,359872,357033,403020,424291,462594,451715,478697,464555,523378,443771,459148,521792,450264,455091,471935,465698,464717,458275,461933,462638,461531
154,Tres Cantos (4),-,-,-,-,-,-,874159,3046416,3019795,2535928,2980252,3265227,3300407,3382680,3482306,3715495,3818049,3646516,3903708,3838767,4362167,3722934,3692333,4075283,3549596,3517857,4031150,3719816,3904461,4017619,4039976,3900710,4015320,3831785,3980998,3850197,3863535
155,Valdaracete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33412,33513,34543,39635,37905,40311,35872,39486,43113,141319,-60186,42962,36253,36182,37654,32719,33119,33882,33013,35921,35568,38003
156,Valdeavero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12902,41970,45539,44118,50447,45638,54631,59936,71063,61187,62808,69215,61404,62563,64454,67924,68994,65576,71548,77171,77355
157,Valdelaguna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30942,52034,60013,59284,60622,55554,58097,63387,60880,57360,65734,57163,54492,51809,54077,54280,58876,55971,63416,65975,64778
158,Valdemanco,0,0,0,0,0,0,0,0,0,14133,25381,37351,43165,54162,112203,95446,52950,52248,53908,62990,61074,54752,60016,67651,67226,59421,67063,61385,53415,57180,57505,63231,64256,56599,62773,70079,69694
159,Valdemaqueda,0,0,0,0,0,0,0,0,0,0,66694,94100,75959,73184,77752,91378,94887,99865,91972,94001,132314,102044,94151,95920,93248,89414,96701,89720,81426,79506,84217,82405,85842,76773,89789,91789,90372
160,Valdemorillo,1010407,0,1182894,1188021,1506886,1580780,1526004,1420361,1261446,1486943,1524118,1539478,1591183,1482998,1693265,1700814,1772257,1839714,2119667,1967227,2220447,1788142,1738510,1850524,1987864,1721840,1788341,1873721,1684039,1777356,1890862,1709197,1846686,1602173,1826660,1768669,1739134
161,Valdemoro,0,1672029,1504152,1370691,1325784,1718225,1551761,1612330,1623678,1892841,1952107,2016127,1968291,2302276,2418329,2523474,2686984,2932106,3285816,3423049,3929914,3588066,3885435,4069233,3896579,4653834,4125982,3971071,3933310,4094599,4249679,4263315,4415121,4296778,4520721,4732812,4733116
162,Valdeolmos-Alalpardo,0,0,0,0,0,0,0,60,27163,23289,22807,24505,81955,93562,100060,94270,107419,120962,116917,125891,137159,135849,146422,165740,198442,168782,187589,201514,184545,196975,206337,225435,222657,233205,270366,284391,267334
163,Valdepiélagos,0,0,0,0,0,0,0,0,17974,23721,19896,19412,19864,20275,21247,20759,21507,21588,22559,22634,24171,21357,23062,24509,29963,34285,31332,31656,31606,30608,32134,33694,33982,32727,34349,33955,33343
164,Valdetorres de Jarama,44463,99948,104045,95083,79890,77711,93788,108239,89696,134840,161857,156268,158753,155375,164616,188616,190884,209835,234238,242806,290208,253519,266614,262385,264416,284033,249481,253282,238314,240967,252619,251116,271530,260107,285179,301586,301569
165,Valdilecha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97972,126683,132018,151249,148212,170834,154121,169131,171791,169530,138778,138235,156384,131011,133234,132076,136524,138896,139695,149611,159786,160538
166,Valverde de Alcalá,11392,39025,39722,41783,38131,41549,34305,45428,66324,58114,56195,65879,61655,64333,69874,75492,59668,59388,47928,45851,53323,50964,54929,58174,77217,56895,57925,38592,40569,38515,41215,34769,37445,34411,32355,34927,37938
167,Velilla de San Antonio,215130,211941,213662,305042,198321,243612,272643,349802,388277,375730,346301,394521,564501,477244,522038,238035,779007,730707,760740,784239,817772,762325,826344,751616,737224,732948,820929,697022,764706,748684,746820,745375,746618,714614,764087,794654,773975
168,Vellón (El),122428,107669,121792,106603,51858,186934,59533,78649,73820,81515,86239,82512,87751,84379,91256,92832,93914,93128,96858,96430,105907,100243,99890,102980,109232,116839,105112,105261,99869,99894,106653,109683,109756,104990,111141,119074,120157
169,Venturada,389447,346560,322859,347254,403560,385819,299575,270876,306563,405392,368434,342620,421262,438013,480810,531002,523380,512638,546538,523361,586565,467308,433723,504880,403041,422024,443843,426950,360166,363216,404759,199817,320388,262778,310464,309484,305514
170,Villaconejos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169437,164556,168610,170885,193570,190597,197545,185197,173745,192364,172405,186393,208026,182594,181116,170106,180063,190151,182617,181786,194110,188426
171,Villalbilla,389907,348545,400924,347390,335357,363333,398814,326074,654060,478522,504144,560731,625841,628111,578964,758435,833954,795377,811979,754182,926055,827803,785776,776310,950231,805203,884521,985732,877269,905511,1005548,1035940,1082432,1006078,1031193,1116896,1090395
172,Villamanrique de Tajo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51458,57335,56340,63238,58706,62226,57650,60160,62331,61766,54017,59806,53403,52007,50686,51166,50826,54381,43552,50715,54299,51269
173,Villamantilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43043,41332,41417,50288,51398,58012,54625,66619,83738,86783,80482,101066,94051,89771,90225,88697,94218,103306,97978,98535,108000,106289
174,Villanueva de Perales,0,0,0,0,0,0,158673,129497,131323,145241,173696,176033,192241,224396,300813,373858,0,0,0,0,0,107184,113172,118519,117095,108202,123064,111214,109312,105439,107219,101860,99205,98348,111613,109747,107138
175,Villanueva de la Cañada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171148,1211402,1317870,1329925,1627582,1306327,1359749,1335920,1645442,1397366,1434917,1699018,1582813,1682824,2127143,1807605,1903230,1879225,1989061,1892400,1940880
176,Villanueva del Pardillo,0,0,0,0,0,0,136495,178611,206480,233491,298325,682953,698872,763618,863858,986029,419146,508595,669671,727791,974507,883153,948681,1049422,955849,938449,944677,1046845,860662,920546,961085,966384,1016204,1017748,1052107,1072657,1059756
177,Villar del Olmo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160159,232323,233621,256835,248342,287488,227815,222427,214031,248909,160785,217182,201080,169222,181229,178096,164880,185635,179542,156643,183373,189107
178,Villarejo de Salvanés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305565,336080,356415,372310,365350,408090,375455,385638,435941,388438,373104,422805,394029,412555,405818,390865,393284,398542,390934,412021,429689,419184
179,Villaviciosa de Odón,0,0,0,0,0,0,424527,770104,753105,787711,816221,826126,892398,904329,1022194,1151462,1268450,1373768,1549477,1481543,1670010,1466940,1439280,1411073,1603018,1317346,1547393,1397794,1384212,1347945,1410545,1401437,1506556,1384819,1505097,1397486,1418294
180,Villavieja del Lozoya,0,0,0,0,0,0,0,0,11349,17877,20888,21084,21005,281,3273,11418,11945,10350,11998,11225,13451,24044,22465,20816,24423,25537,22162,22733,24149,28362,25049,24912,27502,23804,27612,30391,30164
181,Zarzalejo,0,0,0,0,0,0,0,0,0,0,72906,82872,82841,81830,88728,84773,90038,92830,101925,112247,132385,174321,169446,193309,259125,275980,301421,316929,232044,192662,269945,272016,314493,302404,314893,267475,267867
